,Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor
3731,3731,NVIDIA GeForce GT 745M,GPU,2013-04-01,28.0,45.0,118.0,1270.0,837.0,TSMC,NVIDIA
3732,3732,AMD FirePro 2270,GPU,2011-01-31,40.0,15.0,59.0,292.0,600.0,TSMC,AMD
3733,3733,3dfx Voodoo5 5000 PCI,GPU,NaT,250.0,30.0,112.0,14.0,166.0,TSMC,Other
3734,3734,AMD Radeon R5 M230 Rebrand,GPU,2013-03-01,28.0,,56.0,690.0,750.0,TSMC,AMD
3735,3735,NVIDIA GeForce FX 5100,GPU,2003-03-06,150.0,,124.0,45.0,200.0,TSMC,NVIDIA
3736,3736,Intel i830M Graphics,GPU,2001-01-01,150.0,,,,166.0,Intel,Intel
3737,3737,NVIDIA Quadro P2000 Mobile,GPU,2019-02-15,16.0,75.0,200.0,4400.0,1291.0,TSMC,NVIDIA
3738,3738,NVIDIA GeForce Go 6100 + nForce Go 430,GPU,2006-02-01,90.0,,,,425.0,Unknown,NVIDIA
3739,3739,Intel GMA,GPU,2010-05-04,32.0,,,,533.0,Intel,Intel
3740,3740,NVIDIA Quadro FX 4800 Mac Edition,GPU,2008-11-11,55.0,150.0,470.0,1400.0,602.0,TSMC,NVIDIA
3741,3741,NVIDIA GeForce GTX 570,GPU,2010-12-07,40.0,219.0,520.0,3000.0,732.0,TSMC,NVIDIA
3742,3742,NVIDIA GeForce 845M,GPU,2015-02-07,28.0,45.0,148.0,1870.0,863.0,TSMC,NVIDIA
3743,3743,NVIDIA GeForce GTX 295,GPU,2009-01-08,,289.0,470.0,1400.0,576.0,TSMC,NVIDIA
3744,3744,AMD Radeon HD 6450A,GPU,2011-04-07,40.0,25.0,67.0,370.0,625.0,TSMC,AMD
3745,3745,NVIDIA GeForce GT 320M,GPU,2009-06-15,55.0,14.0,121.0,314.0,500.0,TSMC,NVIDIA
3746,3746,NVIDIA GeForce 7950 GX2,GPU,2006-06-05,90.0,110.0,196.0,278.0,500.0,TSMC,NVIDIA
3747,3747,NVIDIA GeForce GTX 460 X2,GPU,2011-03-11,40.0,160.0,332.0,1950.0,701.0,TSMC,NVIDIA
3748,3748,ATI Mobility Radeon HD 4830,GPU,2009-03-03,40.0,,137.0,826.0,550.0,TSMC,ATI
3749,3749,AMD Radeon Vega 6 Mobile,GPU,2018-01-08,14.0,15.0,210.0,4940.0,300.0,GF,AMD
3750,3750,NVIDIA GeForce 8600M GS,GPU,2007-05-01,80.0,20.0,127.0,210.0,450.0,TSMC,NVIDIA
3751,3751,ATI Wii GPU,GPU,2006-11-19,90.0,45.0,95.0,107.0,243.0,NEC,ATI
3752,3752,AMD Radeon HD 7670M Rebrand,GPU,2012-07-01,40.0,20.0,104.0,716.0,600.0,TSMC,AMD
3753,3753,AMD Radeon HD 6970M Mac Edition,GPU,2011-08-25,40.0,75.0,212.0,1700.0,680.0,TSMC,AMD
3754,3754,ATI Mobility Radeon X200 IGP,GPU,2005-01-01,110.0,,74.0,107.0,300.0,Unknown,ATI
3755,3755,ATI Radeon HD 2600 XT AGP,GPU,2007-06-28,55.0,45.0,135.0,378.0,722.0,TSMC,ATI
3756,3756,ATI Mobility Radeon HD 3670,GPU,2008-01-07,55.0,30.0,135.0,378.0,680.0,TSMC,ATI
3757,3757,NVIDIA GeForce GT 520,GPU,2011-04-13,40.0,29.0,79.0,292.0,810.0,TSMC,NVIDIA
3758,3758,AMD FirePro M6100,GPU,2013-10-16,28.0,,160.0,2080.0,1075.0,TSMC,AMD
3759,3759,AMD Radeon R9 M380 Mac Edition,GPU,2015-05-05,28.0,,160.0,2080.0,900.0,TSMC,AMD
3760,3760,AMD Radeon Pro WX 8200,GPU,2018-08-13,14.0,230.0,495.0,12500.0,1200.0,GF,AMD
3761,3761,NVIDIA Quadro FX 1800,GPU,2009-03-30,65.0,59.0,240.0,505.0,550.0,TSMC,NVIDIA
3762,3762,ATI Radeon X1650,GPU,2007-02-01,90.0,,150.0,157.0,500.0,TSMC,ATI
3763,3763,NVIDIA GeForce FX Go5650,GPU,2003-03-01,130.0,,121.0,80.0,325.0,TSMC,NVIDIA
3764,3764,ATI Radeon HD 2600 PRO AGP,GPU,2007-06-28,65.0,35.0,153.0,390.0,594.0,TSMC,ATI
3765,3765,AMD Radeon HD 8280 Mobile IGP,GPU,2013-09-18,28.0,15.0,110.0,1178.0,450.0,TSMC,AMD
3766,3766,AMD Radeon Pro 555,GPU,2017-06-05,14.0,75.0,123.0,3000.0,850.0,GF,AMD
3767,3767,ATI Radeon Xpress 1150 IGP,GPU,2007-10-17,110.0,,73.0,,400.0,Unknown,ATI
3768,3768,ATI Radeon HD 5630,GPU,2011-02-15,40.0,39.0,104.0,627.0,650.0,TSMC,ATI
3769,3769,ATI Radeon X1550,GPU,2007-01-01,90.0,27.0,100.0,107.0,500.0,TSMC,ATI
3770,3770,AMD Radeon HD 6290,GPU,2011-12-04,40.0,19.0,59.0,292.0,650.0,TSMC,AMD
3771,3771,AMD Radeon E9260 MXM,GPU,2016-09-27,14.0,50.0,123.0,3000.0,1090.0,GF,AMD
3772,3772,AMD Radeon R5 M230,GPU,2014-01-07,28.0,,56.0,690.0,825.0,TSMC,AMD
3773,3773,AMD Radeon HD 8550M,GPU,2014-07-13,28.0,,56.0,690.0,650.0,TSMC,AMD
3774,3774,NVIDIA GeForce GTX 690,GPU,2012-05-03,28.0,300.0,294.0,3540.0,915.0,TSMC,NVIDIA
3775,3775,Intel HD Graphics 615,GPU,2016-08-30,14.0,5.0,,,300.0,Intel,Intel
3776,3776,AMD Radeon HD 6450M,GPU,2011-01-04,40.0,,67.0,370.0,600.0,TSMC,AMD
3777,3777,NVIDIA GeForce FX Go5250,GPU,2003-03-01,150.0,,124.0,45.0,250.0,TSMC,NVIDIA
3778,3778,NVIDIA GeForce GT 710 OEM,GPU,2015-04-09,28.0,,87.0,1020.0,797.0,TSMC,NVIDIA
3779,3779,ATI Radeon HD 4580,GPU,2011-11-20,55.0,65.0,135.0,378.0,796.0,TSMC,ATI
3780,3780,AMD Zhongshan Subor Z+ GPU,GPU,2018-08-03,14.0,100.0,397.0,,1300.0,TSMC,AMD
3781,3781,AMD Radeon E9560 PCIe,GPU,2019-10-15,14.0,130.0,232.0,5700.0,1120.0,GF,AMD
3782,3782,AMD Radeon Pro Vega 64X,GPU,2019-03-19,14.0,250.0,495.0,12500.0,1250.0,GF,AMD
3783,3783,Intel HD Graphics 515,GPU,2015-09-01,14.0,15.0,123.0,,300.0,Intel,Intel
3784,3784,NVIDIA GeForce4 Go 4200,GPU,2002-11-14,150.0,,101.0,36.0,200.0,TSMC,NVIDIA
3785,3785,AMD Radeon Vega 10 Mobile,GPU,2019-04-08,14.0,15.0,210.0,4940.0,300.0,GF,AMD
3786,3786,AMD FirePro W5130M,GPU,2015-10-02,28.0,,123.0,1500.0,900.0,TSMC,AMD
3787,3787,AMD Radeon RX 580 Mobile,GPU,2017-04-18,14.0,100.0,232.0,5700.0,1000.0,GF,AMD
3788,3788,NVIDIA Quadro Plex 7000,GPU,2011-07-25,40.0,600.0,520.0,3000.0,574.0,TSMC,NVIDIA
3789,3789,ATI Mobility FireGL T2e,GPU,2004-08-01,130.0,,92.0,76.0,450.0,TSMC,ATI
3790,3790,NVIDIA Quadro FX 580,GPU,2009-04-09,55.0,40.0,121.0,314.0,450.0,TSMC,NVIDIA
3791,3791,AMD Radeon HD 6510,GPU,2011-05-14,40.0,39.0,118.0,716.0,650.0,TSMC,AMD
3792,3792,AMD Radeon R7 M350,GPU,2015-05-05,28.0,,125.0,1550.0,1000.0,TSMC,AMD
3793,3793,NVIDIA GeForce Go 6150 + nForce Go 430,GPU,2006-02-01,90.0,,,,425.0,Unknown,NVIDIA
3794,3794,ATI Radeon HD 4350 PCI,GPU,2008-09-30,55.0,20.0,73.0,242.0,600.0,TSMC,ATI
3795,3795,AMD Radeon HD 6970M Rebrand,GPU,2011-01-04,40.0,75.0,166.0,1040.0,800.0,TSMC,AMD
3796,3796,NVIDIA Quadro4 400 NVS PCI,GPU,2004-07-16,150.0,18.0,65.0,29.0,220.0,TSMC,NVIDIA
3797,3797,NVIDIA Quadro P520 Mobile,GPU,2019-05-23,14.0,18.0,74.0,1800.0,1303.0,Samsung,NVIDIA
3798,3798,Intel UHD Graphics G1,GPU,2019-05-29,10.0,15.0,,,300.0,Intel,Intel
3799,3799,NVIDIA Quadro K2000D,GPU,2013-03-01,28.0,51.0,118.0,1270.0,954.0,TSMC,NVIDIA
3800,3800,NVIDIA GeForce GTS 260M,GPU,2009-06-15,40.0,38.0,144.0,727.0,550.0,TSMC,NVIDIA
3801,3801,AMD Radeon Instinct MI100,GPU,2020-11-16,7.0,300.0,750.0,50000.0,1000.0,TSMC,AMD
3802,3802,ATI FireGL V5200,GPU,2005-10-01,90.0,35.0,150.0,157.0,600.0,TSMC,ATI
3803,3803,NVIDIA GeForce 9800M GTS,GPU,2008-07-29,65.0,75.0,240.0,505.0,600.0,TSMC,NVIDIA
3804,3804,NVIDIA GeForce GTX 780 Ti,GPU,2013-11-07,28.0,250.0,561.0,7080.0,875.0,TSMC,NVIDIA
3805,3805,ATI Radeon X1950 GT,GPU,2007-01-29,80.0,57.0,230.0,330.0,500.0,TSMC,ATI
3806,3806,NVIDIA Tesla V100 DGXS 32 GB,GPU,2018-03-27,12.0,250.0,815.0,21100.0,1297.0,TSMC,NVIDIA
3807,3807,AMD Radeon R9 M390X,GPU,2015-05-05,28.0,75.0,366.0,5000.0,723.0,TSMC,AMD
3808,3808,NVIDIA GeForce 810A,GPU,2014-07-22,28.0,15.0,87.0,1020.0,719.0,TSMC,NVIDIA
3809,3809,AMD Radeon Vega 3 Embedded,GPU,2018-07-16,14.0,15.0,210.0,4940.0,300.0,GF,AMD
3810,3810,NVIDIA GeForce GTX TITAN,GPU,2013-02-19,28.0,250.0,561.0,7080.0,836.0,TSMC,NVIDIA
3811,3811,ATI Radeon 3000 IGP,GPU,2009-01-01,65.0,,85.0,180.0,350.0,Unknown,ATI
3812,3812,ATI Radeon X1950 GT AGP,GPU,2007-02-10,80.0,57.0,230.0,330.0,500.0,TSMC,ATI
3813,3813,NVIDIA Quadro FX 370M,GPU,2008-08-15,65.0,20.0,86.0,210.0,550.0,TSMC,NVIDIA
3814,3814,ATI Radeon X800 XL,GPU,2004-12-01,130.0,49.0,297.0,160.0,400.0,TSMC,ATI
3815,3815,NVIDIA Quadro FX 5500,GPU,2006-04-20,90.0,96.0,196.0,278.0,650.0,TSMC,NVIDIA
3816,3816,NVIDIA Tesla K20s,GPU,2013-02-18,28.0,225.0,561.0,7080.0,575.0,TSMC,NVIDIA
3817,3817,AMD Radeon RX 590 GME,GPU,2020-03-09,14.0,175.0,232.0,5700.0,1257.0,GF,AMD
3818,3818,AMD Radeon HD 8400 Mobile IGP,GPU,2013-11-23,28.0,25.0,110.0,1178.0,600.0,TSMC,AMD
3819,3819,AMD Radeon R9 M395 Mac Edition,GPU,2015-05-05,28.0,250.0,366.0,5000.0,834.0,TSMC,AMD
3820,3820,AMD Radeon R9 M365X,GPU,2015-05-05,28.0,,123.0,1500.0,900.0,TSMC,AMD
3821,3821,NVIDIA ION,GPU,2008-06-03,65.0,20.0,162.0,282.0,575.0,Unknown,NVIDIA
3822,3822,NVIDIA GeForce GT 755M Mac Edition,GPU,2013-11-08,28.0,50.0,118.0,1270.0,1085.0,TSMC,NVIDIA
3823,3823,AMD Radeon Vega 3  Embedded,GPU,2019-01-01,14.0,10.0,210.0,4940.0,300.0,GF,AMD
3824,3824,NVIDIA Quadro T1000 Mobile,GPU,NaT,12.0,50.0,200.0,4700.0,1065.0,TSMC,NVIDIA
3825,3825,AMD Radeon HD 6620G IGP,GPU,2011-12-07,32.0,35.0,227.0,1178.0,444.0,TSMC,AMD
3826,3826,NVIDIA GeForce GT 545 OEM,GPU,2011-05-14,40.0,105.0,238.0,1170.0,871.0,TSMC,NVIDIA
3827,3827,Intel HD Graphics 610,GPU,2016-08-30,14.0,5.0,,,300.0,Intel,Intel
3828,3828,ATI Radeon X550 XT,GPU,2007-01-24,110.0,,156.0,120.0,400.0,TSMC,ATI
3829,3829,NVIDIA TITAN RTX,GPU,2018-12-18,12.0,280.0,754.0,18600.0,1350.0,TSMC,NVIDIA
3830,3830,ATI FireMV 2200 PCI,GPU,2006-01-01,150.0,15.0,98.0,36.0,240.0,UMC,ATI
3831,3831,3dfx Voodoo4 4800 AGP,GPU,NaT,250.0,15.0,112.0,14.0,166.0,TSMC,Other
3832,3832,NVIDIA GeForce Go 6600 TE,GPU,2005-09-29,110.0,,154.0,146.0,225.0,TSMC,NVIDIA
3833,3833,NVIDIA GeForce 9800M GTS,GPU,2008-08-21,65.0,75.0,240.0,505.0,600.0,TSMC,NVIDIA
3834,3834,NVIDIA GeForce 930MX,GPU,2016-03-01,28.0,17.0,,,952.0,TSMC,NVIDIA
3835,3835,ATI Mobility FireGL V5200,GPU,2006-02-01,90.0,,150.0,157.0,425.0,TSMC,ATI
3836,3836,NVIDIA GeForce 210 OEM,GPU,2009-09-04,40.0,31.0,100.0,486.0,475.0,TSMC,NVIDIA
3837,3837,ATI FireGL V3600,GPU,2007-06-28,65.0,73.0,153.0,390.0,600.0,TSMC,ATI
3838,3838,NVIDIA Quadro P500 Mobile,GPU,2018-01-05,14.0,18.0,74.0,1800.0,1455.0,Samsung,NVIDIA
3839,3839,AMD FireStream 9370,GPU,2010-06-23,40.0,225.0,334.0,2154.0,825.0,TSMC,AMD
3840,3840,NVIDIA GeForce 405 OEM,GPU,2010-09-03,40.0,25.0,100.0,486.0,475.0,TSMC,NVIDIA
3841,3841,NVIDIA GeForce GTX 760 X2,GPU,2013-11-19,28.0,250.0,294.0,3540.0,1006.0,TSMC,NVIDIA
3842,3842,NVIDIA GeForce GTX 1650,GPU,2019-04-23,12.0,75.0,200.0,4700.0,1485.0,TSMC,NVIDIA
3843,3843,AMD Radeon RX 6900 XT,GPU,2020-10-28,7.0,300.0,520.0,26800.0,1825.0,TSMC,AMD
3844,3844,NVIDIA GeForce4 MX + nForce2,GPU,2002-10-01,150.0,,65.0,29.0,200.0,Unknown,NVIDIA
3845,3845,NVIDIA CMP 40HX,GPU,2021-02-25,12.0,185.0,445.0,10800.0,1470.0,TSMC,NVIDIA
3846,3846,NVIDIA Quadro 2000M,GPU,2011-01-13,40.0,55.0,238.0,1170.0,550.0,TSMC,NVIDIA
3847,3847,Intel HD Graphics,GPU,2012-10-01,22.0,45.0,94.0,392.0,350.0,Intel,Intel
3848,3848,AMD Radeon R2 Mobile Graphics,GPU,2015-01-28,28.0,100.0,107.0,930.0,497.0,GF,AMD
3849,3849,NVIDIA GeForce 6150,GPU,2004-10-11,90.0,,,,475.0,Unknown,NVIDIA
3850,3850,NVIDIA Quadro NVS 510M,GPU,2006-08-21,90.0,35.0,196.0,278.0,450.0,TSMC,NVIDIA
3851,3851,ATI Mobility FireGL V5250,GPU,2007-01-01,90.0,,150.0,157.0,450.0,TSMC,ATI
3852,3852,NVIDIA GeForce GTX 880M,GPU,2014-03-12,28.0,122.0,294.0,3540.0,954.0,TSMC,NVIDIA
3853,3853,ATI Mobility Radeon HD 545v,GPU,2010-05-05,55.0,15.0,73.0,242.0,720.0,TSMC,ATI
3854,3854,NVIDIA GeForce GTX 1050 Ti Mobile,GPU,2017-01-03,14.0,75.0,132.0,3300.0,1493.0,Samsung,NVIDIA
3855,3855,AMD Radeon Instinct MI60,GPU,2018-11-18,7.0,300.0,331.0,13230.0,1200.0,TSMC,AMD
3856,3856,NVIDIA GeForce4 MX 440-8x,GPU,2002-09-25,150.0,,65.0,29.0,275.0,TSMC,NVIDIA
3857,3857,AMD Stream Processor,GPU,2006-01-01,90.0,165.0,352.0,384.0,594.0,TSMC,AMD
3858,3858,AMD FirePro S10000 Passive,GPU,2012-11-12,28.0,375.0,352.0,4313.0,825.0,TSMC,AMD
3859,3859,NVIDIA Tesla X2070,GPU,2011-07-25,40.0,225.0,520.0,3000.0,651.0,TSMC,NVIDIA
3860,3860,AMD Radeon RX Vega 56,GPU,2017-08-14,14.0,210.0,495.0,12500.0,1156.0,GF,AMD
3861,3861,NVIDIA GeForce GT 520 PCI,GPU,2011-04-13,40.0,29.0,79.0,292.0,810.0,TSMC,NVIDIA
3862,3862,NVIDIA NVS 5200M,GPU,2012-06-01,28.0,25.0,116.0,585.0,625.0,TSMC,NVIDIA
3863,3863,NVIDIA NVS 5400M,GPU,2012-06-01,40.0,35.0,116.0,585.0,660.0,TSMC,NVIDIA
3864,3864,NVIDIA Quadro FX 540,GPU,2004-08-09,110.0,25.0,154.0,146.0,300.0,TSMC,NVIDIA
3865,3865,ATI Radeon X1300 PCI,GPU,2005-10-05,80.0,,100.0,107.0,450.0,UMC,ATI
3866,3866,AMD Radeon HD 8490 OEM,GPU,2013-07-23,40.0,35.0,67.0,370.0,875.0,TSMC,AMD
3867,3867,NVIDIA GeForce GTX 1660 SUPER,GPU,2019-10-29,12.0,125.0,284.0,6600.0,1530.0,TSMC,NVIDIA
3868,3868,ATI Radeon E2400,GPU,2007-06-28,65.0,25.0,85.0,180.0,600.0,TSMC,ATI
3869,3869,ATI Radeon X1800 XT,GPU,2005-10-01,90.0,113.0,288.0,321.0,600.0,TSMC,ATI
3870,3870,AMD Radeon R7 M260DX,GPU,2014-01-07,28.0,,56.0,690.0,780.0,TSMC,AMD
3871,3871,Intel UHD Graphics 730,GPU,2021-01-01,14.0,15.0,,,300.0,Intel,Intel
3872,3872,ATI Radeon DDR VIVO,GPU,2001-08-14,180.0,,115.0,30.0,183.0,TSMC,ATI
3873,3873,AMD Radeon HD 7650M,GPU,2012-01-07,40.0,20.0,104.0,716.0,450.0,TSMC,AMD
3874,3874,ATI Mobility Radeon 7500,GPU,2001-12-01,150.0,27.0,68.0,60.0,230.0,TSMC,ATI
3875,3875,XGI Volari Duo V5 Ultra,GPU,2003-09-15,130.0,,,90.0,350.0,UMC,Other
3876,3876,NVIDIA A10G,GPU,2021-04-12,8.0,150.0,628.0,28300.0,1320.0,Samsung,NVIDIA
3877,3877,ATI Radeon HD 4350 PCIe x1,GPU,2008-09-30,55.0,20.0,73.0,242.0,600.0,TSMC,ATI
3878,3878,Intel Iris Xe Graphics G7 96EU,GPU,2020-09-02,10.0,15.0,146.0,,300.0,Intel,Intel
3879,3879,NVIDIA GeForce GTX 1050,GPU,2016-10-25,14.0,75.0,132.0,3300.0,1354.0,Samsung,NVIDIA
3880,3880,AMD Radeon HD 6510,GPU,2011-05-14,40.0,39.0,104.0,627.0,650.0,TSMC,AMD
3881,3881,ATI Mobility Radeon HD 3410,GPU,2008-07-25,55.0,7.0,67.0,181.0,400.0,TSMC,ATI
3882,3882,Matrox QID,GPU,2004-12-17,0.0,,,,250.0,UMC,Other
3883,3883,AMD Radeon RX Vega Nano,GPU,NaT,14.0,175.0,495.0,12500.0,1247.0,GF,AMD
3884,3884,AMD Radeon R9 M395X,GPU,2015-05-05,28.0,75.0,366.0,5000.0,723.0,TSMC,AMD
3885,3885,NVIDIA GeForce 320M,GPU,2010-04-01,40.0,23.0,100.0,486.0,450.0,Unknown,NVIDIA
3886,3886,ATI Mobility Radeon X800 XT,GPU,2005-06-01,130.0,,289.0,160.0,480.0,TSMC,ATI
3887,3887,NVIDIA Switch GPU 20nm,GPU,2017-03-17,20.0,15.0,118.0,2000.0,384.0,TSMC,NVIDIA
3888,3888,AMD Radeon Pro 5600M,GPU,2020-06-15,7.0,50.0,,,1000.0,TSMC,AMD
3889,3889,Intel UHD Graphics 615,GPU,2018-11-07,14.0,15.0,,,300.0,Intel,Intel
3890,3890,NVIDIA GeForce GT 230 OEM,GPU,2009-04-27,55.0,75.0,260.0,754.0,500.0,TSMC,NVIDIA
3891,3891,NVIDIA Tesla P6,GPU,2017-03-24,16.0,90.0,314.0,7200.0,1012.0,TSMC,NVIDIA
3892,3892,AMD Radeon HD 8850M,GPU,2013-04-01,28.0,,123.0,1500.0,575.0,TSMC,AMD
3893,3893,NVIDIA GeForce 705M,GPU,NaT,40.0,15.0,79.0,292.0,738.0,TSMC,NVIDIA
3894,3894,NVIDIA GeForce GTX 1080 Ti,GPU,2017-03-10,16.0,250.0,471.0,11800.0,1481.0,TSMC,NVIDIA
3895,3895,NVIDIA GeForce GT 330 OEM,GPU,2010-02-02,65.0,75.0,324.0,754.0,500.0,TSMC,NVIDIA
3896,3896,AMD FirePro W4170M,GPU,2015-04-23,28.0,,77.0,950.0,825.0,TSMC,AMD
3897,3897,AMD Xbox One S GPU,GPU,2016-08-02,16.0,95.0,240.0,5000.0,914.0,TSMC,AMD
3898,3898,AMD Radeon RX 580X Mobile,GPU,2018-04-11,14.0,100.0,232.0,5700.0,1000.0,GF,AMD
3899,3899,NVIDIA GRID K520Q,GPU,2014-07-02,28.0,225.0,294.0,3540.0,745.0,TSMC,NVIDIA
3900,3900,AMD Radeon HD 8530M,GPU,2014-01-10,28.0,,77.0,950.0,650.0,TSMC,AMD
3901,3901,NVIDIA GeForce 8200M G mGPU Intel,GPU,2008-06-03,65.0,12.0,144.0,314.0,400.0,Unknown,Intel
3902,3902,ATI Radeon X800 XT Platinum,GPU,2004-03-01,130.0,63.0,289.0,160.0,520.0,TSMC,ATI
3903,3903,NVIDIA GeForce GT 430,GPU,2010-10-11,40.0,49.0,116.0,585.0,700.0,TSMC,NVIDIA
3904,3904,AMD Radeon R7 M270,GPU,2014-01-09,28.0,,77.0,950.0,725.0,TSMC,AMD
3905,3905,AMD Radeon Vega 6 Embedded,GPU,2018-05-10,14.0,15.0,210.0,4940.0,300.0,GF,AMD
3906,3906,NVIDIA GeForce Go 7700,GPU,2006-08-01,90.0,,125.0,177.0,450.0,TSMC,NVIDIA
3907,3907,NVIDIA Tesla C2075,GPU,2011-07-25,40.0,247.0,520.0,3000.0,574.0,TSMC,NVIDIA
3908,3908,AMD Radeon RX 560X Mobile,GPU,2018-04-11,14.0,65.0,123.0,3000.0,1275.0,GF,AMD
3909,3909,ATI Radeon X1050,GPU,2008-01-25,110.0,24.0,156.0,120.0,400.0,TSMC,ATI
3910,3910,AMD FirePro S9150,GPU,2014-08-07,28.0,235.0,438.0,6200.0,900.0,TSMC,AMD
3911,3911,NVIDIA A100 PCIe,GPU,2020-06-22,7.0,250.0,826.0,54200.0,765.0,TSMC,NVIDIA
3912,3912,AMD Radeon R9 FURY,GPU,2015-07-10,28.0,275.0,596.0,8900.0,1000.0,TSMC,AMD
3913,3913,NVIDIA Quadro P3200 Max-Q,GPU,2018-02-21,16.0,75.0,314.0,7200.0,1139.0,TSMC,NVIDIA
3914,3914,ATI Mobility Radeon HD 5570,GPU,2012-11-23,40.0,20.0,104.0,627.0,550.0,TSMC,ATI
3915,3915,Matrox Millenium P750,GPU,2002-01-02,150.0,,,80.0,250.0,UMC,Other
3916,3916,AMD Radeon RX 560,GPU,2017-04-18,14.0,75.0,123.0,3000.0,1175.0,GF,AMD
3917,3917,AMD Radeon R6 Mobile Graphics,GPU,2014-09-17,28.0,17.0,245.0,2410.0,533.0,GF,AMD
3918,3918,NVIDIA GeForce GTX 675MX,GPU,2012-10-01,28.0,100.0,294.0,3540.0,654.0,TSMC,NVIDIA
3919,3919,NVIDIA GeForce 6100,GPU,2004-10-11,90.0,,,,425.0,Unknown,NVIDIA
3920,3920,NVIDIA GeForce 945M,GPU,2015-10-27,28.0,75.0,148.0,1870.0,928.0,TSMC,NVIDIA
3921,3921,ATI FireGL V8600,GPU,2007-05-14,80.0,159.0,420.0,720.0,688.0,TSMC,ATI
3922,3922,ATI Radeon HD 4670 X2,GPU,2008-09-10,55.0,118.0,146.0,514.0,750.0,TSMC,ATI
3923,3923,AMD Radeon RX 560X Mobile,GPU,2019-01-09,14.0,65.0,123.0,3000.0,1223.0,GF,AMD
3924,3924,ATI Radeon X800 GTO2,GPU,2005-09-15,130.0,,297.0,160.0,400.0,TSMC,ATI
3925,3925,NVIDIA GeForce GT 420 OEM,GPU,2010-09-03,40.0,50.0,116.0,585.0,700.0,TSMC,NVIDIA
3926,3926,AMD Radeon Vega 8 Mobile,GPU,2017-10-26,14.0,65.0,210.0,4940.0,300.0,GF,AMD
3927,3927,AMD Radeon HD 8470D IGP,GPU,2013-07-29,32.0,65.0,246.0,1303.0,800.0,TSMC,AMD
3928,3928,NVIDIA GeForce4 MX 440,GPU,2002-02-06,150.0,,65.0,29.0,275.0,TSMC,NVIDIA
3929,3929,ATI Mobility Radeon 9000 IGP,GPU,2003-05-01,150.0,,92.0,76.0,222.0,Unknown,ATI
3930,3930,NVIDIA Tesla K40t,GPU,2013-11-22,28.0,245.0,561.0,7080.0,745.0,TSMC,NVIDIA
3931,3931,NVIDIA GeForce RTX 2070 Mobile Refresh,GPU,2020-03-04,12.0,115.0,445.0,10800.0,1260.0,TSMC,NVIDIA
3932,3932,Intel HD Graphics 4400,GPU,2013-09-03,22.0,20.0,,,200.0,Intel,Intel
3933,3933,NVIDIA Quadro P620,GPU,2018-02-01,14.0,40.0,132.0,3300.0,1266.0,Samsung,NVIDIA
3934,3934,AMD Radeon RX 560X Mobile,GPU,2018-04-11,14.0,65.0,123.0,3000.0,1275.0,GF,AMD
3935,3935,NVIDIA GeForce2 PRO,GPU,2000-12-05,150.0,,88.0,25.0,200.0,TSMC,NVIDIA
3936,3936,AMD Radeon HD 6350M,GPU,2010-11-26,40.0,7.0,59.0,292.0,500.0,TSMC,AMD
3937,3937,AMD Radeon RX 5700,GPU,2019-07-07,7.0,180.0,251.0,10300.0,1465.0,TSMC,AMD
3938,3938,NVIDIA GRID M60-1Q,GPU,2015-08-30,28.0,225.0,398.0,5200.0,557.0,TSMC,NVIDIA
3939,3939,ATI Mobility Radeon HD 4350,GPU,2009-01-09,55.0,,73.0,242.0,450.0,TSMC,ATI
3940,3940,AMD Radeon HD 6330M,GPU,2010-11-26,40.0,7.0,59.0,292.0,500.0,TSMC,AMD
3941,3941,NVIDIA GeForce 7600 GT Mac Edition,GPU,2006-09-02,90.0,40.0,125.0,177.0,560.0,TSMC,NVIDIA
3942,3942,NVIDIA GeForce GT 650M Mac Edition,GPU,2012-07-12,28.0,45.0,118.0,1270.0,900.0,TSMC,NVIDIA
3943,3943,ATI FireGL 9600 T2-128,GPU,2003-10-01,130.0,,76.0,60.0,398.0,TSMC,ATI
3944,3944,NVIDIA GeForce FX Go5200 32M,GPU,2003-03-01,150.0,,124.0,45.0,200.0,TSMC,NVIDIA
3945,3945,AMD Radeon HD 8330 Mobile IGP,GPU,2013-08-13,28.0,15.0,110.0,1178.0,497.0,TSMC,AMD
3946,3946,NVIDIA GeForce 8800 GS,GPU,2008-01-31,65.0,105.0,324.0,754.0,550.0,TSMC,NVIDIA
3947,3947,NVIDIA GeForce 6200 AGP,GPU,2005-04-04,110.0,,110.0,75.0,350.0,TSMC,NVIDIA
3948,3948,AMD Radeon R7 M365X,GPU,2015-05-05,28.0,,56.0,690.0,900.0,TSMC,AMD
3949,3949,ATI Radeon HD 2900 GT,GPU,2007-11-06,80.0,150.0,420.0,720.0,601.0,TSMC,ATI
3950,3950,NVIDIA GeForce GTX 560M,GPU,2011-05-30,40.0,75.0,238.0,1170.0,775.0,TSMC,NVIDIA
3951,3951,AMD Radeon Pro 570X,GPU,2019-03-18,14.0,150.0,232.0,5700.0,1000.0,GF,AMD
3952,3952,NVIDIA Quadro FX 2800M,GPU,2009-12-01,65.0,75.0,324.0,754.0,600.0,TSMC,NVIDIA
3953,3953,NVIDIA GeForce GTX 770M,GPU,2013-05-30,28.0,75.0,221.0,2540.0,706.0,TSMC,NVIDIA
